pmid,title,keywords,pubyear,jid
23039195,Mitochondrial dysfunction associated with increased oxidative stress and α-synuclein accumulation in PARK2 iPSC-derived neurons and postmortem brain tissue.,"D000328:Adult;D000368:Aged;D000818:Animals;D001921:Brain;D002258:Carbonyl Cyanide m-Chlorophenyl Hydrazone;D005260:Female;D006801:Humans;D057026:Induced Pluripotent Stem Cells;D016631:Lewy Bodies;D008297:Male;D053078:Membrane Potential, Mitochondrial;D051379:Mice;D008875:Middle Aged;D008928:Mitochondria;D063269:Mitochondrial Turnover;D051267:NF-E2-Related Factor 2;D009474:Neurons;D018384:Oxidative Stress;D010300:Parkinson Disease;D011180:Postmortem Changes;D015398:Signal Transduction;D051844:alpha-Synuclein",2013,45
22764206,Pharmacological rescue of mitochondrial deficits in iPSC-derived neural cells from patients with familial Parkinson's disease.,D006801:Humans;D007211:Indoles;D057026:Induced Pluripotent Stem Cells;D000071158:Leucine-Rich Repeat Serine-Threonine Protein Kinase-2;D008928:Mitochondria;D009474:Neurons;D010300:Parkinson Disease;D010636:Phenols;D017346:Protein-Serine-Threonine Kinases;D020123:Sirolimus;D014451:Ubiquinone,2012,46
22407749,Disease-specific phenotypes in dopamine neurons from human iPS-based models of genetic and sporadic Parkinson's disease.,"D001343:Autophagy;D002478:Cells, Cultured;D004298:Dopamine;D006801:Humans;D009474:Neurons;D010300:Parkinson Disease;D039904:Pluripotent Stem Cells;D011954:Receptors, Dopamine;D014617:Vacuoles",2012,47
22328536,Prolonged maturation culture favors a reduction in the tumorigenicity and the dopaminergic function of human ESC-derived neural cells in a primate model of Parkinson's disease.,"D000818:Animals;D018929:Cell Culture Techniques;D002471:Cell Transformation, Neoplastic;D002478:Cells, Cultured;D004195:Disease Models, Animal;D059290:Dopaminergic Neurons;D000882:Haplorhini;D006801:Humans;D020267:MPTP Poisoning;D008297:Male;D051379:Mice;D016513:Mice, SCID;D058953:Neural Stem Cells;D033581:Stem Cell Transplantation;D014183:Transplantation, Heterologous",2012,48
22314364,Parkin controls dopamine utilization in human midbrain dopaminergic neurons derived from induced pluripotent stem cells.,"D000818:Animals;D001665:Binding Sites;D001921:Brain;D004298:Dopamine;D059290:Dopaminergic Neurons;D005347:Fibroblasts;D005786:Gene Expression Regulation;D006801:Humans;D057026:Induced Pluripotent Stem Cells;D051379:Mice;D008928:Mitochondria;D008954:Models, Biological;D008995:Monoamine Oxidase;D009154:Mutation;D009474:Neurons;D018384:Oxidative Stress;D010100:Oxygen;D010300:Parkinson Disease;D010641:Phenotype;D012867:Skin;D013997:Time Factors;D044767:Ubiquitin-Protein Ligases",2012,30
21993621,Targeted gene correction of α1-antitrypsin deficiency in induced pluripotent stem cells.,"D000818:Animals;D002460:Cell Line;D004251:DNA Transposable Elements;D022781:Hepatocytes;D006801:Humans;D057026:Induced Pluripotent Stem Cells;D008099:Liver;D051379:Mice;D012709:Serum Albumin;D000075462:Serum Albumin, Human;D052416:Targeted Gene Repair;D013997:Time Factors;D000515:alpha 1-Antitrypsin;D019896:alpha 1-Antitrypsin Deficiency",2011,13
21863007,Parkinson's disease induced pluripotent stem cells with triplication of the α-synuclein locus.,"D002454:Cell Differentiation;D002478:Cells, Cultured;D018628:Gene Dosage;D006801:Humans;D057026:Induced Pluripotent Stem Cells;D009474:Neurons;D010300:Parkinson Disease;D051844:alpha-Synuclein",2011,30
21700325,Gaucher disease glucocerebrosidase and α-synuclein form a bidirectional pathogenic loop in synucleinopathies.,"D000818:Animals;D001921:Brain;D002478:Cells, Cultured;D004195:Disease Models, Animal;D025461:Feedback, Physiological;D005776:Gaucher Disease;D005962:Glucosylceramidase;D005963:Glucosylceramides;D006801:Humans;D008247:Lysosomes;D051379:Mice;D009474:Neurons;D051844:alpha-Synuclein",2011,41
21508222,Mitochondrial Parkin recruitment is impaired in neurons derived from mutant PINK1 induced pluripotent stem cells.,"D000818:Animals;D015153:Blotting, Western;D002452:Cell Count;D002478:Cells, Cultured;D005455:Fluorescent Antibody Technique;D006801:Humans;D057026:Induced Pluripotent Stem Cells;D051379:Mice;D018613:Microscopy, Confocal;D008928:Mitochondria;D009474:Neurons;D011494:Protein Kinases;D044767:Ubiquitin-Protein Ligases",2011,49
21430656,The use of induced pluripotent stem cells in drug development.,"D000818:Animals;D002454:Cell Differentiation;D065150:Cellular Reprogramming;D055808:Drug Discovery;D004353:Drug Evaluation, Preclinical;D006801:Humans;D057026:Induced Pluripotent Stem Cells",2011,50
21362567,LRRK2 mutant iPSC-derived DA neurons demonstrate increased susceptibility to oxidative stress.,D000577:Amides;D019943:Amino Acid Substitution;D000818:Animals;D016923:Cell Death;D002454:Cell Differentiation;D004298:Dopamine;D005260:Female;D006801:Humans;D006861:Hydrogen Peroxide;D057026:Induced Pluripotent Stem Cells;D000071158:Leucine-Rich Repeat Serine-Threonine Protein Kinase-2;D007976:Leupeptins;D008636:Mesencephalon;D051379:Mice;D008875:Middle Aged;D009154:Mutation;D009474:Neurons;D018384:Oxidative Stress;D016627:Oxidopamine;D010300:Parkinson Disease;D010641:Phenotype;D017346:Protein-Serine-Threonine Kinases;D011725:Pyridines;D054460:rho-Associated Kinases,2011,31
20942898,TDP-43 pathology occurs infrequently in multiple system atrophy.,D000368:Aged;D001921:Brain;D004268:DNA-Binding Proteins;D005260:Female;D006801:Humans;D007150:Immunohistochemistry;D002479:Inclusion Bodies;D008297:Male;D008875:Middle Aged;D019578:Multiple System Atrophy;D034702:RNA-Binding Protein FUS;D057177:TDP-43 Proteinopathies,2011,25
20581816,What can pluripotent stem cells teach us about neurodegenerative diseases?,"D000818:Animals;D016923:Cell Death;D002454:Cell Differentiation;D002478:Cells, Cultured;D053595:Embryonic Stem Cells;D006801:Humans;D057026:Induced Pluripotent Stem Cells;D009410:Nerve Degeneration;D019636:Neurodegenerative Diseases;D009474:Neurons;D014157:Transcription Factors",2010,51
20547124,Genetic animal models of Parkinson's disease.,"D000818:Animals;D016923:Cell Death;D004195:Disease Models, Animal;D006801:Humans;D051379:Mice;D008822:Mice, Transgenic;D019636:Neurodegenerative Diseases;D010300:Parkinson Disease",2010,42
20512649,Phosphorylated TDP-43 pathology and hippocampal sclerosis in progressive supranuclear palsy.,"D000368:Aged;D000369:Aged, 80 and over;D016022:Case-Control Studies;D004268:DNA-Binding Proteins;D003704:Dementia;D005260:Female;D006624:Hippocampus;D006801:Humans;D008032:Limbic System;D019636:Neurodegenerative Diseases;D010766:Phosphorylation;D012598:Sclerosis;D013494:Supranuclear Palsy, Progressive;D057177:TDP-43 Proteinopathies;D016875:tau Proteins",2010,15
19846850,Multicenter analysis of glucocerebrosidase mutations in Parkinson's disease.,D000368:Aged;D016022:Case-Control Studies;D005838:Genotype;D005962:Glucosylceramidase;D006801:Humans;D007585:Jews;D016015:Logistic Models;D008875:Middle Aged;D015999:Multivariate Analysis;D009154:Mutation;D016017:Odds Ratio;D010300:Parkinson Disease,2009,52
19297401,Parkinson's disease: from monogenic forms to genetic susceptibility factors.,D000818:Animals;D020022:Genetic Predisposition to Disease;D006801:Humans;D000071158:Leucine-Rich Repeat Serine-Threonine Protein Kinase-2;D009419:Nerve Tissue Proteins;D010300:Parkinson Disease;D017346:Protein-Serine-Threonine Kinases;D051844:alpha-Synuclein,2009,37
19269371,Parkinson's disease patient-derived induced pluripotent stem cells free of viral reprogramming factors.,D002454:Cell Differentiation;D065150:Cellular Reprogramming;D004298:Dopamine;D005347:Fibroblasts;D006801:Humans;D009474:Neurons;D010300:Parkinson Disease;D039904:Pluripotent Stem Cells,2009,41
19136952,DCTN1 mutations in Perry syndrome.,D001921:Brain;D004268:DNA-Binding Proteins;D003863:Depression;D000072159:Dynactin Complex;D005190:Family;D005260:Female;D020022:Genetic Predisposition to Disease;D055106:Genome-Wide Association Study;D006801:Humans;D007040:Hypoventilation;D008297:Male;D008869:Microtubule-Associated Proteins;D009154:Mutation;D020734:Parkinsonian Disorders;D010375:Pedigree;D013577:Syndrome;D015431:Weight Loss,2009,17
19098894,Induced pluripotent stem cells from a spinal muscular atrophy patient.,"D002454:Cell Differentiation;D019070:Cell Lineage;D002469:Cell Separation;D002478:Cells, Cultured;D065150:Cellular Reprogramming;D002648:Child;D005260:Female;D005347:Fibroblasts;D005786:Gene Expression Regulation;D006801:Humans;D008297:Male;D008954:Models, Biological;D009046:Motor Neurons;D009134:Muscular Atrophy, Spinal;D039904:Pluripotent Stem Cells;D012867:Skin;D055533:Survival of Motor Neuron 1 Protein",2009,13
18691744,Disease-specific induced pluripotent stem cells.,"D001854:Bone Marrow Cells;D002460:Cell Line;D005347:Fibroblasts;D030342:Genetic Diseases, Inborn;D006801:Humans;D007621:Karyotyping;D059630:Mesenchymal Stem Cells;D009154:Mutation;D039904:Pluripotent Stem Cells",2008,41
18669821,Induced pluripotent stem cells generated from patients with ALS can be differentiated into motor neurons.,"D000369:Aged, 80 and over;D000690:Amyotrophic Lateral Sclerosis;D002454:Cell Differentiation;D002460:Cell Line;D065150:Cellular Reprogramming;D053595:Embryonic Stem Cells;D005260:Female;D005347:Fibroblasts;D015870:Gene Expression;D006801:Humans;D009046:Motor Neurons;D009457:Neuroglia;D039904:Pluripotent Stem Cells;D012190:Retroviridae;D013116:Spinal Cord;D013482:Superoxide Dismutase;D000072105:Superoxide Dismutase-1;D014157:Transcription Factors;D014161:Transduction, Genetic",2008,18
18520774,Concomitant TAR-DNA-binding protein 43 pathology is present in Alzheimer disease and corticobasal degeneration but not in other tauopathies.,D000368:Aged;D000544:Alzheimer Disease;D001921:Brain;D004268:DNA-Binding Proteins;D005260:Female;D006801:Humans;D015151:Immunoblotting;D007150:Immunohistochemistry;D002479:Inclusion Bodies;D008297:Male;D009474:Neurons;D024801:Tauopathies,2008,19
18035408,Induction of pluripotent stem cells from adult human fibroblasts by defined factors.,"D000328:Adult;D000368:Aged;D000818:Animals;D015415:Biomarkers;D002454:Cell Differentiation;D002478:Cells, Cultured;D065150:Cellular Reprogramming;D004268:DNA-Binding Proteins;D004622:Embryo, Mammalian;D005260:Female;D005347:Fibroblasts;D016259:Genes, myc;D024002:HMGB Proteins;D006801:Humans;D051741:Kruppel-Like Transcription Factors;D008297:Male;D051379:Mice;D008813:Mice, Inbred ICR;D032383:Myocytes, Cardiac;D009474:Neurons;D050814:Octamer Transcription Factor-3;D039904:Pluripotent Stem Cells;D055748:SOXB1 Transcription Factors;D019098:Telomerase;D013724:Teratoma;D014157:Transcription Factors;D014161:Transduction, Genetic",2008,41
17898702,Autologous mesenchymal stem cell therapy delays the progression of neurological deficits in patients with multiple system atrophy.,D001921:Brain;D018450:Disease Progression;D005240:Feasibility Studies;D005260:Female;D019788:Fluorodeoxyglucose F18;D006801:Humans;D008297:Male;D045164:Mesenchymal Stem Cell Transplantation;D008875:Middle Aged;D019578:Multiple System Atrophy;D049268:Positron-Emission Tomography;D011446:Prospective Studies,2008,50
17653732,Co-morbidity of TDP-43 proteinopathy in Lewy body related diseases.,D000368:Aged;D015897:Comorbidity;D004268:DNA-Binding Proteins;D005260:Female;D006624:Hippocampus;D006801:Humans;D007150:Immunohistochemistry;D002479:Inclusion Bodies;D020961:Lewy Body Disease;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D025801:Ubiquitin;D051844:alpha-Synuclein;D016875:tau Proteins,2007,15
17568013,Mixed brain pathologies account for most dementia cases in community-dwelling older persons.,"D000369:Aged, 80 and over;D001921:Brain;D015331:Cohort Studies;D003704:Dementia;D005260:Female;D016852:Housing for the Elderly;D006801:Humans;D008134:Long-Term Care;D008137:Longitudinal Studies;D008297:Male",2008,53
16904174,Induction of pluripotent stem cells from mouse embryonic and adult fibroblast cultures by defined factors.,"D000328:Adult;D000818:Animals;D002454:Cell Differentiation;D017690:Cell Transplantation;D002478:Cells, Cultured;D004268:DNA-Binding Proteins;D004622:Embryo, Mammalian;D005347:Fibroblasts;D020869:Gene Expression Profiling;D018398:Homeodomain Proteins;D006801:Humans;D051741:Kruppel-Like Transcription Factors;D051379:Mice;D008819:Mice, Nude;D008822:Mice, Transgenic;D000071317:Nanog Homeobox Protein;D050814:Octamer Transcription Factor-3;D020411:Oligonucleotide Array Sequence Analysis;D039904:Pluripotent Stem Cells;D016271:Proto-Oncogene Proteins c-myc;D055748:SOXB1 Transcription Factors;D015534:Trans-Activators",2006,41
16899117,Frontotemporal dementia and parkinsonism linked to chromosome 17 (FTDP-17).,"D001921:Brain;D002886:Chromosomes, Human, Pair 17;D003704:Dementia;D008040:Genetic Linkage;D006801:Humans;D009154:Mutation;D020734:Parkinsonian Disorders;D016875:tau Proteins",2007,54
16556709,Transplantation of human embryonic stem cell-derived cells to a rat model of Parkinson's disease: effect of in vitro differentiation on graft survival and teratoma formation.,"D000818:Animals;D002454:Cell Differentiation;D049109:Cell Proliferation;D002470:Cell Survival;D005260:Female;D006801:Humans;D066298:In Vitro Techniques;D009474:Neurons;D020734:Parkinsonian Disorders;D051381:Rats;D017207:Rats, Sprague-Dawley;D033581:Stem Cell Transplantation;D013724:Teratoma;D014183:Transplantation, Heterologous",2006,48
14735124,Using human neural stem cells to model neurological disease.,"D004622:Embryo, Mammalian;D005333:Fetus;D006801:Humans;D008954:Models, Biological;D009154:Mutation;D009419:Nerve Tissue Proteins;D009422:Nervous System Diseases;D019636:Neurodegenerative Diseases;D009474:Neurons;D013234:Stem Cells",2004,55
9770561,Parkinson's disease. Second of two parts.,"D000978:Antiparkinson Agents;D006801:Humans;D007980:Levodopa;D008954:Models, Biological;D010300:Parkinson Disease",1998,52
8096623,Neurobiology. Better cells for brain repair.,D001921:Brain;D016380:Brain Tissue Transplantation;D004295:Dihydroxyphenylalanine;D006801:Humans;D009474:Neurons;D009928:Organ Specificity;D010300:Parkinson Disease;D014446:Tyrosine 3-Monooxygenase,1993,13
29737198,Does Tai Chi improve balance and reduce falls incidence in neurological disorders? A systematic review and meta-analysis.,Nervous system diseases;Tai Chi;Tai Ji;accidental falls;meta-analysis,2018,56
28954481,Motor assessment in Parkinson`s disease.,D000818:Animals;D018450:Disease Progression;D006801:Humans;D009043:Motor Activity;D010300:Parkinson Disease;D004856:Postural Balance;D016138:Walking,2017,57
27348819,Assessing stability in mild and moderate Parkinson's disease: Can clinical measures provide insight?,D000368:Aged;D003430:Cross-Sectional Studies;D005260:Female;D005684:Gait;D006801:Humans;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D004856:Postural Balance;D012678:Sensation Disorders;D012720:Severity of Illness Index;D011795:Surveys and Questionnaires;D016138:Walking,2018,58
26741255,Effects of disease severity and medication state on postural control asymmetry during challenging postural tasks in individuals with Parkinson's disease.,D000368:Aged;D000978:Antiparkinson Agents;D004185:Disability Evaluation;D005260:Female;D006801:Humans;D007980:Levodopa;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D004856:Postural Balance;D011187:Posture;D012720:Severity of Illness Index;D016474:Weight-Bearing,2016,59
26582134,Changes in postural control in patients with Parkinson's disease: a posturographic study.,"D000058:Accidental Falls;D000328:Adult;D000368:Aged;D000369:Aged, 80 and over;D003430:Cross-Sectional Studies;D004185:Disability Evaluation;D005260:Female;D006801:Humans;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D004856:Postural Balance;D011187:Posture;D012720:Severity of Illness Index",2017,60
26517212,The competition with a concurrent cognitive task affects posturographic measures in patients with Parkinson disease.,D000368:Aged;D000704:Analysis of Variance;D016022:Case-Control Studies;D003071:Cognition;D005260:Female;D006801:Humans;D008297:Male;D008609:Mental Status Schedule;D008875:Middle Aged;D009460:Neurologic Examination;D010300:Parkinson Disease;D004856:Postural Balance;D011187:Posture;D013647:Task Performance and Analysis;D014796:Visual Perception,2016,61
